Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Españoles/Extranjeros;Edad (grupos quinquenales);Sexo;Periodo;Total
Total Nacional;09 Cataluña;;Total;De 90 a 94 años  ;Total;1 de enero de 2018;66.359
Total Nacional;09 Cataluña;;Total;De 90 a 94 años  ;Total;1 de enero de 2017;64.722
Total Nacional;09 Cataluña;;Total;De 90 a 94 años  ;Total;1 de enero de 2016;61.739
Total Nacional;09 Cataluña;;Total;De 90 a 94 años  ;Total;1 de enero de 2015;59.415
Total Nacional;09 Cataluña;;Total;De 95 a 99 años  ;Total;1 de enero de 2022;19.816
Total Nacional;09 Cataluña;;Total;De 95 a 99 años  ;Total;1 de enero de 2021;18.536
Total Nacional;09 Cataluña;;Total;De 95 a 99 años  ;Total;1 de enero de 2020;18.366
Total Nacional;09 Cataluña;;Total;De 95 a 99 años  ;Total;1 de enero de 2019;17.049
Total Nacional;09 Cataluña;;Total;De 95 a 99 años  ;Total;1 de enero de 2018;16.317
Total Nacional;09 Cataluña;;Total;De 95 a 99 años  ;Total;1 de enero de 2017;15.149
Total Nacional;09 Cataluña;;Total;De 95 a 99 años  ;Total;1 de enero de 2016;13.927
Total Nacional;09 Cataluña;;Total;De 95 a 99 años  ;Total;1 de enero de 2015;12.914
Total Nacional;09 Cataluña;;Total;100 y más años;Total;1 de enero de 2022;2.836
Total Nacional;09 Cataluña;;Total;100 y más años;Total;1 de enero de 2021;2.600
Total Nacional;09 Cataluña;;Total;100 y más años;Total;1 de enero de 2020;2.511
Total Nacional;09 Cataluña;;Total;100 y más años;Total;1 de enero de 2019;2.370
Total Nacional;09 Cataluña;;Total;100 y más años;Total;1 de enero de 2018;2.239
Total Nacional;09 Cataluña;;Total;100 y más años;Total;1 de enero de 2017;2.188
Total Nacional;09 Cataluña;;Total;100 y más años;Total;1 de enero de 2016;2.130
Total Nacional;09 Cataluña;;Total;100 y más años;Total;1 de enero de 2015;2.116
Total Nacional;09 Cataluña;08 Barcelona;Total;Todas las edades;Total;1 de enero de 2022;5.727.615
Total Nacional;09 Cataluña;08 Barcelona;Total;Todas las edades;Total;1 de enero de 2021;5.714.730
Total Nacional;09 Cataluña;08 Barcelona;Total;Todas las edades;Total;1 de enero de 2020;5.743.402
Total Nacional;09 Cataluña;08 Barcelona;Total;Todas las edades;Total;1 de enero de 2019;5.664.579
Total Nacional;09 Cataluña;08 Barcelona;Total;Todas las edades;Total;1 de enero de 2018;5.609.350
Total Nacional;09 Cataluña;08 Barcelona;Total;Todas las edades;Total;1 de enero de 2017;5.576.037
Total Nacional;09 Cataluña;08 Barcelona;Total;Todas las edades;Total;1 de enero de 2016;5.542.680
Total Nacional;09 Cataluña;08 Barcelona;Total;Todas las edades;Total;1 de enero de 2015;5.523.922
Total Nacional;09 Cataluña;08 Barcelona;Total;De 0 a 4 años;Total;1 de enero de 2022;225.286
Total Nacional;09 Cataluña;08 Barcelona;Total;De 0 a 4 años;Total;1 de enero de 2021;234.676
Total Nacional;09 Cataluña;08 Barcelona;Total;De 0 a 4 años;Total;1 de enero de 2020;248.489
Total Nacional;09 Cataluña;08 Barcelona;Total;De 0 a 4 años;Total;1 de enero de 2019;254.807
Total Nacional;09 Cataluña;08 Barcelona;Total;De 0 a 4 años;Total;1 de enero de 2018;258.740
Total Nacional;09 Cataluña;08 Barcelona;Total;De 0 a 4 años;Total;1 de enero de 2017;265.253
Total Nacional;09 Cataluña;08 Barcelona;Total;De 0 a 4 años;Total;1 de enero de 2016;270.713
Total Nacional;09 Cataluña;08 Barcelona;Total;De 0 a 4 años;Total;1 de enero de 2015;278.473
Total Nacional;09 Cataluña;08 Barcelona;Total;De 5 a 9 años;Total;1 de enero de 2022;275.679
Total Nacional;09 Cataluña;08 Barcelona;Total;De 5 a 9 años;Total;1 de enero de 2021;281.040
Total Nacional;09 Cataluña;08 Barcelona;Total;De 5 a 9 años;Total;1 de enero de 2020;289.015
Total Nacional;09 Cataluña;08 Barcelona;Total;De 5 a 9 años;Total;1 de enero de 2019;292.379
Total Nacional;09 Cataluña;08 Barcelona;Total;De 5 a 9 años;Total;1 de enero de 2018;300.072
Total Nacional;09 Cataluña;08 Barcelona;Total;De 5 a 9 años;Total;1 de enero de 2017;303.252
Total Nacional;09 Cataluña;08 Barcelona;Total;De 5 a 9 años;Total;1 de enero de 2016;304.935
Total Nacional;09 Cataluña;08 Barcelona;Total;De 5 a 9 años;Total;1 de enero de 2015;305.111
Total Nacional;09 Cataluña;08 Barcelona;Total;De 10 a 14 años  ;Total;1 de enero de 2022;310.383
Total Nacional;09 Cataluña;08 Barcelona;Total;De 10 a 14 años  ;Total;1 de enero de 2021;311.473
Total Nacional;09 Cataluña;08 Barcelona;Total;De 10 a 14 años  ;Total;1 de enero de 2020;311.946
Total Nacional;09 Cataluña;08 Barcelona;Total;De 10 a 14 años  ;Total;1 de enero de 2019;307.653
Total Nacional;09 Cataluña;08 Barcelona;Total;De 10 a 14 años  ;Total;1 de enero de 2018;300.159
Total Nacional;09 Cataluña;08 Barcelona;Total;De 10 a 14 años  ;Total;1 de enero de 2017;292.921
Total Nacional;09 Cataluña;08 Barcelona;Total;De 10 a 14 años  ;Total;1 de enero de 2016;284.672
Total Nacional;09 Cataluña;08 Barcelona;Total;De 10 a 14 años  ;Total;1 de enero de 2015;277.922
Total Nacional;09 Cataluña;08 Barcelona;Total;De 15 a 19 años  ;Total;1 de enero de 2022;306.685
Total Nacional;09 Cataluña;08 Barcelona;Total;De 15 a 19 años  ;Total;1 de enero de 2021;298.819
Total Nacional;09 Cataluña;08 Barcelona;Total;De 15 a 19 años  ;Total;1 de enero de 2020;294.923
Total Nacional;09 Cataluña;08 Barcelona;Total;De 15 a 19 años  ;Total;1 de enero de 2019;283.881
Total Nacional;09 Cataluña;08 Barcelona;Total;De 15 a 19 años  ;Total;1 de enero de 2018;272.379
Total Nacional;09 Cataluña;08 Barcelona;Total;De 15 a 19 años  ;Total;1 de enero de 2017;264.613
Total Nacional;09 Cataluña;08 Barcelona;Total;De 15 a 19 años  ;Total;1 de enero de 2016;257.551
Total Nacional;09 Cataluña;08 Barcelona;Total;De 15 a 19 años  ;Total;1 de enero de 2015;250.415
Total Nacional;09 Cataluña;08 Barcelona;Total;De 20 a 24 años;Total;1 de enero de 2022;300.622
Total Nacional;09 Cataluña;08 Barcelona;Total;De 20 a 24 años;Total;1 de enero de 2021;295.470
Total Nacional;09 Cataluña;08 Barcelona;Total;De 20 a 24 años;Total;1 de enero de 2020;293.065
Total Nacional;09 Cataluña;08 Barcelona;Total;De 20 a 24 años;Total;1 de enero de 2019;280.545
Total Nacional;09 Cataluña;08 Barcelona;Total;De 20 a 24 años;Total;1 de enero de 2018;272.873
Total Nacional;09 Cataluña;08 Barcelona;Total;De 20 a 24 años;Total;1 de enero de 2017;268.567
Total Nacional;09 Cataluña;08 Barcelona;Total;De 20 a 24 años;Total;1 de enero de 2016;265.122
Total Nacional;09 Cataluña;08 Barcelona;Total;De 20 a 24 años;Total;1 de enero de 2015;263.973
Total Nacional;09 Cataluña;08 Barcelona;Total;De 25 a 29 años;Total;1 de enero de 2022;327.188
Total Nacional;09 Cataluña;08 Barcelona;Total;De 25 a 29 años;Total;1 de enero de 2021;327.277
Total Nacional;09 Cataluña;08 Barcelona;Total;De 25 a 29 años;Total;1 de enero de 2020;332.933
Total Nacional;09 Cataluña;08 Barcelona;Total;De 25 a 29 años;Total;1 de enero de 2019;321.664
Total Nacional;09 Cataluña;08 Barcelona;Total;De 25 a 29 años;Total;1 de enero de 2018;313.642
Total Nacional;09 Cataluña;08 Barcelona;Total;De 25 a 29 años;Total;1 de enero de 2017;308.786
Total Nacional;09 Cataluña;08 Barcelona;Total;De 25 a 29 años;Total;1 de enero de 2016;306.866
Total Nacional;09 Cataluña;08 Barcelona;Total;De 25 a 29 años;Total;1 de enero de 2015;312.407
Total Nacional;09 Cataluña;08 Barcelona;Total;De 30 a 34 años;Total;1 de enero de 2022;353.914
Total Nacional;09 Cataluña;08 Barcelona;Total;De 30 a 34 años;Total;1 de enero de 2021;354.822
Total Nacional;09 Cataluña;08 Barcelona;Total;De 30 a 34 años;Total;1 de enero de 2020;360.876
Total Nacional;09 Cataluña;08 Barcelona;Total;De 30 a 34 años;Total;1 de enero de 2019;356.037
Total Nacional;09 Cataluña;08 Barcelona;Total;De 30 a 34 años;Total;1 de enero de 2018;357.144
Total Nacional;09 Cataluña;08 Barcelona;Total;De 30 a 34 años;Total;1 de enero de 2017;367.800
Total Nacional;09 Cataluña;08 Barcelona;Total;De 30 a 34 años;Total;1 de enero de 2016;380.842
Total Nacional;09 Cataluña;08 Barcelona;Total;De 30 a 34 años;Total;1 de enero de 2015;399.704
Total Nacional;09 Cataluña;08 Barcelona;Total;De 35 a 39 años;Total;1 de enero de 2022;387.851
Total Nacional;09 Cataluña;08 Barcelona;Total;De 35 a 39 años;Total;1 de enero de 2021;400.655
Total Nacional;09 Cataluña;08 Barcelona;Total;De 35 a 39 años;Total;1 de enero de 2020;418.355
Total Nacional;09 Cataluña;08 Barcelona;Total;De 35 a 39 años;Total;1 de enero de 2019;428.903
Total Nacional;09 Cataluña;08 Barcelona;Total;De 35 a 39 años;Total;1 de enero de 2018;445.111
Total Nacional;09 Cataluña;08 Barcelona;Total;De 35 a 39 años;Total;1 de enero de 2017;462.671
Total Nacional;09 Cataluña;08 Barcelona;Total;De 35 a 39 años;Total;1 de enero de 2016;479.422
Total Nacional;09 Cataluña;08 Barcelona;Total;De 35 a 39 años;Total;1 de enero de 2015;494.836
Total Nacional;09 Cataluña;08 Barcelona;Total;De 40 a 44 años;Total;1 de enero de 2022;467.166
Total Nacional;09 Cataluña;08 Barcelona;Total;De 40 a 44 años;Total;1 de enero de 2021;482.836
Total Nacional;09 Cataluña;08 Barcelona;Total;De 40 a 44 años;Total;1 de enero de 2020;497.363
Total Nacional;09 Cataluña;08 Barcelona;Total;De 40 a 44 años;Total;1 de enero de 2019;501.250
Total Nacional;09 Cataluña;08 Barcelona;Total;De 40 a 44 años;Total;1 de enero de 2018;499.570
Total Nacional;09 Cataluña;08 Barcelona;Total;De 40 a 44 años;Total;1 de enero de 2017;496.056
Total Nacional;09 Cataluña;08 Barcelona;Total;De 40 a 44 años;Total;1 de enero de 2016;489.421
Total Nacional;09 Cataluña;08 Barcelona;Total;De 40 a 44 años;Total;1 de enero de 2015;480.125
Total Nacional;09 Cataluña;08 Barcelona;Total;De 45 a 49 años;Total;1 de enero de 2022;493.896
Total Nacional;09 Cataluña;08 Barcelona;Total;De 45 a 49 años;Total;1 de enero de 2021;486.747
Total Nacional;09 Cataluña;08 Barcelona;Total;De 45 a 49 años;Total;1 de enero de 2020;478.423
Total Nacional;09 Cataluña;08 Barcelona;Total;De 45 a 49 años;Total;1 de enero de 2019;463.163
Total Nacional;09 Cataluña;08 Barcelona;Total;De 45 a 49 años;Total;1 de enero de 2018;451.848
Total Nacional;09 Cataluña;08 Barcelona;Total;De 45 a 49 años;Total;1 de enero de 2017;443.769
Total Nacional;09 Cataluña;08 Barcelona;Total;De 45 a 49 años;Total;1 de enero de 2016;436.581
Total Nacional;09 Cataluña;08 Barcelona;Total;De 45 a 49 años;Total;1 de enero de 2015;429.597
Total Nacional;09 Cataluña;08 Barcelona;Total;De 50 a 54 años;Total;1 de enero de 2022;438.802
Total Nacional;09 Cataluña;08 Barcelona;Total;De 50 a 54 años;Total;1 de enero de 2021;431.081
Total Nacional;09 Cataluña;08 Barcelona;Total;De 50 a 54 años;Total;1 de enero de 2020;425.105
Total Nacional;09 Cataluña;08 Barcelona;Total;De 50 a 54 años;Total;1 de enero de 2019;419.708
Total Nacional;09 Cataluña;08 Barcelona;Total;De 50 a 54 años;Total;1 de enero de 2018;411.421
Total Nacional;09 Cataluña;08 Barcelona;Total;De 50 a 54 años;Total;1 de enero de 2017;401.354
Total Nacional;09 Cataluña;08 Barcelona;Total;De 50 a 54 años;Total;1 de enero de 2016;391.277
Total Nacional;09 Cataluña;08 Barcelona;Total;De 50 a 54 años;Total;1 de enero de 2015;382.911
Total Nacional;09 Cataluña;08 Barcelona;Total;De 55 a 59 años;Total;1 de enero de 2022;392.565
Total Nacional;09 Cataluña;08 Barcelona;Total;De 55 a 59 años;Total;1 de enero de 2021;382.528
Total Nacional;09 Cataluña;08 Barcelona;Total;De 55 a 59 años;Total;1 de enero de 2020;375.461
Total Nacional;09 Cataluña;08 Barcelona;Total;De 55 a 59 años;Total;1 de enero de 2019;364.231
Total Nacional;09 Cataluña;08 Barcelona;Total;De 55 a 59 años;Total;1 de enero de 2018;358.787
Total Nacional;09 Cataluña;08 Barcelona;Total;De 55 a 59 años;Total;1 de enero de 2017;354.543
Total Nacional;09 Cataluña;08 Barcelona;Total;De 55 a 59 años;Total;1 de enero de 2016;348.888
Total Nacional;09 Cataluña;08 Barcelona;Total;De 55 a 59 años;Total;1 de enero de 2015;341.093
Total Nacional;09 Cataluña;08 Barcelona;Total;De 60 a 64 años;Total;1 de enero de 2022;341.645
Total Nacional;09 Cataluña;08 Barcelona;Total;De 60 a 64 años;Total;1 de enero de 2021;336.405
Total Nacional;09 Cataluña;08 Barcelona;Total;De 60 a 64 años;Total;1 de enero de 2020;330.109
Total Nacional;09 Cataluña;08 Barcelona;Total;De 60 a 64 años;Total;1 de enero de 2019;321.114
Total Nacional;09 Cataluña;08 Barcelona;Total;De 60 a 64 años;Total;1 de enero de 2018;313.197
Total Nacional;09 Cataluña;08 Barcelona;Total;De 60 a 64 años;Total;1 de enero de 2017;307.382
Total Nacional;09 Cataluña;08 Barcelona;Total;De 60 a 64 años;Total;1 de enero de 2016;302.019
Total Nacional;09 Cataluña;08 Barcelona;Total;De 60 a 64 años;Total;1 de enero de 2015;296.619
Total Nacional;09 Cataluña;08 Barcelona;Total;De 65 a 69 años;Total;1 de enero de 2022;290.112
Total Nacional;09 Cataluña;08 Barcelona;Total;De 65 a 69 años;Total;1 de enero de 2021;285.519
Total Nacional;09 Cataluña;08 Barcelona;Total;De 65 a 69 años;Total;1 de enero de 2020;282.422
Total Nacional;09 Cataluña;08 Barcelona;Total;De 65 a 69 años;Total;1 de enero de 2019;281.609
Total Nacional;09 Cataluña;08 Barcelona;Total;De 65 a 69 años;Total;1 de enero de 2018;284.698
Total Nacional;09 Cataluña;08 Barcelona;Total;De 65 a 69 años;Total;1 de enero de 2017;282.723
Total Nacional;09 Cataluña;08 Barcelona;Total;De 65 a 69 años;Total;1 de enero de 2016;280.419
Total Nacional;09 Cataluña;08 Barcelona;Total;De 65 a 69 años;Total;1 de enero de 2015;283.475
Total Nacional;09 Cataluña;08 Barcelona;Total;De 70 a 74 años  ;Total;1 de enero de 2022;261.871
Total Nacional;09 Cataluña;08 Barcelona;Total;De 70 a 74 años  ;Total;1 de enero de 2021;260.356
Total Nacional;09 Cataluña;08 Barcelona;Total;De 70 a 74 años  ;Total;1 de enero de 2020;265.205
Total Nacional;09 Cataluña;08 Barcelona;Total;De 70 a 74 años  ;Total;1 de enero de 2019;261.145
Total Nacional;09 Cataluña;08 Barcelona;Total;De 70 a 74 años  ;Total;1 de enero de 2018;252.995
Total Nacional;09 Cataluña;08 Barcelona;Total;De 70 a 74 años  ;Total;1 de enero de 2017;242.895
Total Nacional;09 Cataluña;08 Barcelona;Total;De 70 a 74 años  ;Total;1 de enero de 2016;233.297
Total Nacional;09 Cataluña;08 Barcelona;Total;De 70 a 74 años  ;Total;1 de enero de 2015;229.792
Total Nacional;09 Cataluña;08 Barcelona;Total;De 75 a 79 años  ;Total;1 de enero de 2022;217.656
Total Nacional;09 Cataluña;08 Barcelona;Total;De 75 a 79 años  ;Total;1 de enero de 2021;209.542
Total Nacional;09 Cataluña;08 Barcelona;Total;De 75 a 79 años  ;Total;1 de enero de 2020;207.713
Total Nacional;09 Cataluña;08 Barcelona;Total;De 75 a 79 años  ;Total;1 de enero de 2019;189.022
Total Nacional;09 Cataluña;08 Barcelona;Total;De 75 a 79 años  ;Total;1 de enero de 2018;177.028
Total Nacional;09 Cataluña;08 Barcelona;Total;De 75 a 79 años  ;Total;1 de enero de 2017;178.301
Total Nacional;09 Cataluña;08 Barcelona;Total;De 75 a 79 años  ;Total;1 de enero de 2016;183.750
Total Nacional;09 Cataluña;08 Barcelona;Total;De 75 a 79 años  ;Total;1 de enero de 2015;177.856
Total Nacional;09 Cataluña;08 Barcelona;Total;De 80 a 84 años  ;Total;1 de enero de 2022;147.447
Total Nacional;09 Cataluña;08 Barcelona;Total;De 80 a 84 años  ;Total;1 de enero de 2021;151.688
Total Nacional;09 Cataluña;08 Barcelona;Total;De 80 a 84 años  ;Total;1 de enero de 2020;147.939
Total Nacional;09 Cataluña;08 Barcelona;Total;De 80 a 84 años  ;Total;1 de enero de 2019;159.117
Total Nacional;09 Cataluña;08 Barcelona;Total;De 80 a 84 años  ;Total;1 de enero de 2018;166.734
Total Nacional;09 Cataluña;08 Barcelona;Total;De 80 a 84 años  ;Total;1 de enero de 2017;167.856
Total Nacional;09 Cataluña;08 Barcelona;Total;De 80 a 84 años  ;Total;1 de enero de 2016;165.640
Total Nacional;09 Cataluña;08 Barcelona;Total;De 80 a 84 años  ;Total;1 de enero de 2015;164.803
Total Nacional;09 Cataluña;08 Barcelona;Total;De 85 a 89 años  ;Total;1 de enero de 2022;117.461
Total Nacional;09 Cataluña;08 Barcelona;Total;De 85 a 89 años  ;Total;1 de enero de 2021;115.519
Total Nacional;09 Cataluña;08 Barcelona;Total;De 85 a 89 años  ;Total;1 de enero de 2020;116.747
Total Nacional;09 Cataluña;08 Barcelona;Total;De 85 a 89 años  ;Total;1 de enero de 2019;114.191
Total Nacional;09 Cataluña;08 Barcelona;Total;De 85 a 89 años  ;Total;1 de enero de 2018;110.810
Total Nacional;09 Cataluña;08 Barcelona;Total;De 85 a 89 años  ;Total;1 de enero de 2017;107.274
Total Nacional;09 Cataluña;08 Barcelona;Total;De 85 a 89 años  ;Total;1 de enero de 2016;104.320
Total Nacional;09 Cataluña;08 Barcelona;Total;De 85 a 89 años  ;Total;1 de enero de 2015;100.544
Total Nacional;09 Cataluña;08 Barcelona;Total;De 90 a 94 años  ;Total;1 de enero de 2022;54.820
Total Nacional;09 Cataluña;08 Barcelona;Total;De 90 a 94 años  ;Total;1 de enero de 2021;52.757
Total Nacional;09 Cataluña;08 Barcelona;Total;De 90 a 94 años  ;Total;1 de enero de 2020;51.909
Total Nacional;09 Cataluña;08 Barcelona;Total;De 90 a 94 años  ;Total;1 de enero de 2019;49.940
Total Nacional;09 Cataluña;08 Barcelona;Total;De 90 a 94 años  ;Total;1 de enero de 2018;48.573
Total Nacional;09 Cataluña;08 Barcelona;Total;De 90 a 94 años  ;Total;1 de enero de 2017;47.361
Total Nacional;09 Cataluña;08 Barcelona;Total;De 90 a 94 años  ;Total;1 de enero de 2016;45.198
Total Nacional;09 Cataluña;08 Barcelona;Total;De 90 a 94 años  ;Total;1 de enero de 2015;43.253
Total Nacional;09 Cataluña;08 Barcelona;Total;De 95 a 99 años  ;Total;1 de enero de 2022;14.564
Total Nacional;09 Cataluña;08 Barcelona;Total;De 95 a 99 años  ;Total;1 de enero de 2021;13.667
Total Nacional;09 Cataluña;08 Barcelona;Total;De 95 a 99 años  ;Total;1 de enero de 2020;13.569
Total Nacional;09 Cataluña;08 Barcelona;Total;De 95 a 99 años  ;Total;1 de enero de 2019;12.497
Total Nacional;09 Cataluña;08 Barcelona;Total;De 95 a 99 años  ;Total;1 de enero de 2018;11.906
Total Nacional;09 Cataluña;08 Barcelona;Total;De 95 a 99 años  ;Total;1 de enero de 2017;11.055
Total Nacional;09 Cataluña;08 Barcelona;Total;De 95 a 99 años  ;Total;1 de enero de 2016;10.189
Total Nacional;09 Cataluña;08 Barcelona;Total;De 95 a 99 años  ;Total;1 de enero de 2015;9.441
Total Nacional;09 Cataluña;08 Barcelona;Total;100 y más años;Total;1 de enero de 2022;2.002
Total Nacional;09 Cataluña;08 Barcelona;Total;100 y más años;Total;1 de enero de 2021;1.853
Total Nacional;09 Cataluña;08 Barcelona;Total;100 y más años;Total;1 de enero de 2020;1.835
Total Nacional;09 Cataluña;08 Barcelona;Total;100 y más años;Total;1 de enero de 2019;1.723
Total Nacional;09 Cataluña;08 Barcelona;Total;100 y más años;Total;1 de enero de 2018;1.663
Total Nacional;09 Cataluña;08 Barcelona;Total;100 y más años;Total;1 de enero de 2017;1.605
Total Nacional;09 Cataluña;08 Barcelona;Total;100 y más años;Total;1 de enero de 2016;1.558
Total Nacional;09 Cataluña;08 Barcelona;Total;100 y más años;Total;1 de enero de 2015;1.572
Total Nacional;09 Cataluña;17 Girona;Total;Todas las edades;Total;1 de enero de 2022;793.478
Total Nacional;09 Cataluña;17 Girona;Total;Todas las edades;Total;1 de enero de 2021;786.596
Total Nacional;09 Cataluña;17 Girona;Total;Todas las edades;Total;1 de enero de 2020;781.788
Total Nacional;09 Cataluña;17 Girona;Total;Todas las edades;Total;1 de enero de 2019;771.044
Total Nacional;09 Cataluña;17 Girona;Total;Todas las edades;Total;1 de enero de 2018;761.947
Total Nacional;09 Cataluña;17 Girona;Total;Todas las edades;Total;1 de enero de 2017;755.716
Total Nacional;09 Cataluña;17 Girona;Total;Todas las edades;Total;1 de enero de 2016;753.576
Total Nacional;09 Cataluña;17 Girona;Total;Todas las edades;Total;1 de enero de 2015;753.054
